tag,maxh,status,n_solids,n_faces,linear_nodes,tets,gen_time_s
attempt59_hull,1.8,ok,1,34,29108,94656,5.24
attempt59_star,3.0,ok,1,46,9792,28344,4.45
attempt59_star,2.0,ok,1,46,23962,77827,4.42
attempt59_star,1.8,ok,1,46,29259,94786,5.26
attempt60_hull,3.0,ok,1,38,9794,28678,1.61
attempt60_hull,2.0,ok,1,38,23751,77661,4.37
attempt60_hull,1.8,ok,1,38,29082,94644,5.3
attempt61_hull,3.0,ok,1,46,9634,28150,1.59
attempt61_hull,2.0,ok,1,46,23687,77507,4.36
attempt61_hull,1.8,ok,1,46,29022,94490,8.03
attempt61_star,3.0,ok,1,54,9835,28678,1.62
attempt61_star,2.0,ok,1,54,23812,77584,4.4
attempt61_star,1.8,ok,1,54,29001,94198,5.34
attempt62_hull,3.0,ok,1,54,9632,28219,1.59
attempt62_hull,2.0,ok,1,54,23594,77219,4.52
attempt62_hull,1.8,ok,1,54,28794,93854,5.29
attempt62_star,3.0,ok,1,58,9608,28112,1.62
attempt62_star,2.0,ok,1,58,23603,77264,4.36
attempt62_star,1.8,ok,1,58,28796,93791,8.13
attempt63_hull,3.0,ok,1,38,9654,28297,1.64
attempt63_hull,2.0,ok,1,38,23873,78020,4.42
attempt63_hull,1.8,ok,1,38,29009,94445,5.38
attempt64_hull,3.0,ok,1,38,9597,28108,1.56
attempt64_hull,2.0,ok,1,38,23637,77342,4.33
attempt64_hull,1.8,ok,1,38,28928,94190,5.2
attempt64_star,3.0,ok,1,66,9794,28421,1.63
attempt64_star,2.0,ok,1,66,23794,77375,7.31
attempt64_star,1.8,ok,1,66,28876,93566,5.32
attempt65_hull,3.0,ok,1,38,9669,28296,1.59
attempt65_hull,2.0,ok,1,38,23954,78252,4.35
attempt65_hull,1.8,ok,1,38,29225,95138,5.29
attempt65_star,3.0,ok,1,38,9643,28301,1.59
attempt65_star,2.0,ok,1,38,23910,78068,4.54
attempt65_star,1.8,ok,1,38,29268,95261,5.37
attempt66_hull,3.0,ok,1,34,9707,28310,1.59
attempt66_hull,2.0,ok,1,34,23750,77416,7.06
attempt66_hull,1.8,ok,1,34,29037,94446,5.31
attempt67_hull,3.0,ok,1,34,9602,28071,1.55
attempt67_hull,2.0,ok,1,34,23606,77210,4.29
attempt67_hull,1.8,ok,1,34,28887,93982,5.19
attempt67_star,3.0,ok,1,46,9693,28079,1.58
attempt67_star,2.0,ok,1,46,23855,77435,4.4
attempt67_star,1.8,ok,1,46,29096,94182,5.34
attempt6_hull,3.0,ok,1,42,9657,28285,1.56
attempt6_hull,2.0,ok,1,42,23708,77510,7.12
attempt6_hull,1.8,ok,1,42,28911,94234,5.61
attempt6_star,3.0,ok,1,58,9657,28049,1.58
attempt6_star,2.0,ok,1,58,23716,77222,4.41
attempt6_star,1.8,ok,1,58,28991,94031,5.34
attempt70_hull,3.0,ok,1,38,9526,27893,1.56
attempt70_hull,2.0,ok,1,38,23538,76922,4.28
attempt70_hull,1.8,ok,1,38,28907,94176,5.29
attempt70_star,3.0,ok,1,58,9699,28098,4.42
attempt70_star,2.0,ok,1,58,23752,77190,4.62
attempt70_star,1.8,ok,1,58,29049,94074,5.42
attempt72_star,3.0,ok,1,66,9739,28378,1.65
attempt72_star,2.0,ok,1,66,23623,77071,4.43
attempt72_star,1.8,ok,1,66,28873,93800,5.54
attempt74_hull,3.0,ok,1,34,9555,27941,1.69
attempt74_hull,2.0,ok,1,34,23710,77603,4.47
attempt74_hull,1.8,ok,1,34,28933,94127,8.3
attempt74_star,3.0,ok,1,42,9513,27760,1.54
attempt74_star,2.0,ok,1,42,23456,76538,4.22
attempt74_star,1.8,ok,1,42,28835,93771,5.28
attempt75_hull,3.0,ok,1,38,9620,28154,1.64
attempt75_hull,2.0,ok,1,38,23800,77790,4.37
attempt75_hull,1.8,ok,1,38,29089,94685,5.4
attempt75_star,3.0,ok,1,46,9590,28114,1.6
attempt75_star,2.0,ok,1,46,23824,77885,4.46
attempt75_star,1.8,ok,1,46,29051,94635,8.51
attempt76_hull,3.0,ok,1,34,9587,28004,1.57
attempt76_hull,2.0,ok,1,34,23479,76726,4.28
attempt76_hull,1.8,ok,1,34,28840,93916,5.21
attempt77_hull,3.0,ok,1,50,9598,28115,1.58
attempt77_hull,2.0,ok,1,50,23342,76456,4.34
attempt77_hull,1.8,ok,1,50,28692,93494,5.3
attempt77_star,3.0,ok,1,54,9614,28013,1.6
attempt77_star,2.0,ok,1,54,23712,77462,7.41
attempt77_star,1.8,ok,1,54,28900,93960,5.31
attempt78_hull,3.0,ok,1,34,9623,28186,1.58
attempt78_hull,2.0,ok,1,34,23759,77724,4.38
attempt78_hull,1.8,ok,1,34,29124,94795,5.28
attempt79_hull,3.0,ok,1,38,9630,28171,1.56
attempt79_hull,2.0,ok,1,38,23700,77412,4.32
attempt79_hull,1.8,ok,1,38,29053,94592,5.3
attempt79_star,3.0,ok,1,62,9815,28400,1.65
attempt79_star,2.0,ok,1,62,23875,77442,7.43
attempt79_star,1.8,ok,1,62,29028,93867,5.4
attempt7_hull,3.0,ok,1,46,9678,28261,1.59
attempt7_hull,2.0,ok,1,46,23512,76894,4.4
attempt7_hull,1.8,ok,1,46,28929,94274,5.26
attempt80_hull,3.0,ok,1,46,9469,27714,1.54
attempt80_hull,2.0,ok,1,46,23433,76629,4.3
attempt80_hull,1.8,ok,1,46,29086,94700,5.52
attempt80_star,3.0,ok,1,66,9571,27866,4.44
attempt80_star,2.0,ok,1,66,23525,76843,4.43
attempt80_star,1.8,ok,1,66,28875,93861,5.38
attempt81_hull,3.0,ok,1,38,9658,28261,1.55
attempt81_hull,2.0,ok,1,38,23836,77842,4.28
attempt81_hull,1.8,ok,1,38,29148,94768,5.28
attempt81_star,3.0,ok,1,38,9643,28250,1.58
attempt81_star,2.0,ok,1,38,23730,77459,4.35
attempt81_star,1.8,ok,1,38,29099,94749,8.39
attempt82_hull,3.0,ok,1,34,9607,28123,1.55
attempt82_hull,2.0,ok,1,34,23579,77064,4.31
attempt82_hull,1.8,ok,1,34,29100,94707,5.33
attempt82_star,3.0,ok,1,42,9692,28359,1.55
attempt82_star,2.0,ok,1,42,23639,77301,4.35
attempt82_star,1.8,ok,1,42,29059,94559,5.27
attempt83_hull,3.0,ok,1,42,9496,27807,1.53
attempt83_hull,2.0,ok,1,42,23434,76661,4.27
attempt83_hull,1.8,ok,1,42,28855,93930,8.21
attempt83_star,3.0,ok,1,46,9488,27718,1.54
attempt83_star,2.0,ok,1,46,23487,76771,4.35
attempt83_star,1.8,ok,1,46,28841,93876,5.25
attempt84_hull,3.0,ok,1,38,9711,28324,1.58
attempt84_hull,2.0,ok,1,38,23764,77526,4.3
attempt84_hull,1.8,ok,1,38,29079,94485,5.25
attempt84_star,3.0,ok,1,50,9741,28446,1.59
attempt84_star,2.0,ok,1,50,23754,77453,4.34
attempt84_star,1.8,ok,1,50,29245,95007,8.41
attempt85_hull,3.0,ok,1,38,9609,28091,1.54
attempt85_hull,2.0,ok,1,38,23700,77512,4.29
attempt85_hull,1.8,ok,1,38,29017,94563,5.28
attempt86_hull,3.0,ok,1,42,9561,28022,1.57
attempt86_hull,2.0,ok,1,42,23580,77165,4.27
attempt86_hull,1.8,ok,1,42,28824,93911,5.28
attempt86_star,3.0,ok,1,58,9746,28360,1.59
attempt86_star,2.0,ok,1,58,23854,77802,7.47
attempt86_star,1.8,ok,1,58,29029,94310,5.31
attempt87_hull,3.0,ok,1,38,9712,28413,1.56
attempt87_hull,2.0,ok,1,38,23643,77281,4.27
attempt87_hull,1.8,ok,1,38,29002,94459,5.18
attempt88_hull,3.0,ok,1,42,9591,28083,1.61
attempt88_hull,2.0,ok,1,42,23672,77420,4.32
attempt88_hull,1.8,ok,1,42,28917,94205,5.23
attempt88_star,3.0,ok,1,66,9757,28291,1.68
attempt88_star,2.0,ok,1,66,23994,77937,7.88
attempt88_star,1.8,ok,1,66,29063,94119,5.47
attempt89_hull,3.0,ok,1,34,9647,28117,1.57
attempt89_hull,2.0,ok,1,34,23646,77041,4.19
attempt89_hull,1.8,ok,1,34,29094,94343,5.13
attempt8_hull,3.0,ok,1,46,9629,28233,1.51
attempt8_hull,2.0,ok,1,46,23500,76943,4.3
attempt8_hull,1.8,ok,1,46,28812,93835,5.21
attempt90_star,3.0,ok,1,42,9867,28577,1.6
attempt90_star,2.0,ok,1,42,23971,77771,7.72
attempt90_star,1.8,ok,1,42,29480,95236,5.53
attempt92_hull,3.0,ok,1,34,9647,28206,1.61
attempt92_hull,2.0,ok,1,34,23876,78036,4.37
attempt92_hull,1.8,ok,1,34,29144,94823,5.2
attempt93_hull,3.0,ok,1,38,9627,28181,1.52
attempt93_hull,2.0,ok,1,38,23608,77252,4.24
attempt93_hull,1.8,ok,1,38,28880,93956,5.09
attempt93_star,3.0,ok,1,54,9590,27965,4.51
attempt93_star,2.0,ok,1,54,23570,76977,4.41
attempt93_star,1.8,ok,1,54,28966,94145,5.3
attempt94_hull,3.0,ok,1,42,9525,27851,1.64
attempt94_hull,2.0,ok,1,42,23435,76603,4.48
attempt94_hull,1.8,ok,1,42,28775,93597,5.16
attempt95_hull,3.0,ok,1,38,9568,28021,1.56
attempt95_hull,2.0,ok,1,38,23545,77040,4.27
attempt95_hull,1.8,ok,1,38,28836,94049,8.66
attempt96_hull,3.0,ok,1,38,9719,28461,1.71
attempt96_hull,2.0,ok,1,38,23711,77556,4.64
attempt96_hull,1.8,ok,1,38,29106,94824,5.54
attempt97_hull,3.0,ok,1,34,9651,28236,1.54
attempt97_hull,2.0,ok,1,34,23943,78167,4.32
attempt97_hull,1.8,ok,1,34,29112,94710,5.21
attempt97_star,3.0,ok,1,38,9758,28500,1.59
attempt97_star,2.0,ok,1,38,23835,77615,4.28
attempt97_star,1.8,ok,1,38,29287,95072,7.71
attempt98_hull,3.0,ok,1,34,9823,28632,1.56
attempt98_hull,2.0,ok,1,34,23847,77576,4.32
attempt98_hull,1.8,ok,1,34,29076,94369,5.13
attempt99_hull,3.0,ok,1,38,9575,27921,1.53
attempt99_hull,2.0,ok,1,38,23828,77700,4.31
attempt99_hull,1.8,ok,1,38,29045,94407,5.19
attempt99_star,3.0,ok,1,46,9737,28244,1.58
attempt99_star,2.0,ok,1,46,23822,77407,4.44
attempt99_star,1.8,ok,1,46,29106,94367,9.22
attempt9_hull,3.0,ok,1,38,9648,28179,1.69
attempt9_hull,2.0,ok,1,38,23491,76761,4.31
attempt9_hull,1.8,ok,1,38,28876,93932,5.26
attempt9_star,3.0,ok,1,38,9620,28102,1.51
attempt9_star,2.0,ok,1,38,23498,76698,4.22
attempt9_star,1.8,ok,1,38,28930,94049,5.16
